0.460,0.470,9.400,-0.030,0.080,0.040,0.000
0.490,0.470,9.390,-0.030,0.080,0.040,0.000
0.440,0.450,9.410,-0.030,0.080,0.040,0.000
0.470,0.460,9.390,-0.030,0.080,0.040,0.000
0.460,0.460,9.400,-0.030,0.080,0.040,0.000
0.440,0.450,9.400,-0.030,0.080,0.040,0.000
0.480,0.470,9.410,-0.030,0.080,0.040,0.000
0.440,0.470,9.400,-0.030,0.080,0.040,0.000
0.480,0.480,9.410,-0.030,0.080,0.040,0.000
0.460,0.490,9.420,-0.030,0.080,0.040,0.000
0.450,0.480,9.410,-0.030,0.080,0.040,0.000
0.460,0.480,9.440,-0.030,0.080,0.040,0.000
0.480,0.480,9.430,-0.030,0.080,0.040,0.000
0.450,0.490,9.420,-0.030,0.080,0.040,0.000
0.450,0.480,9.420,-0.030,0.080,0.040,0.000
0.480,0.510,9.420,-0.030,0.080,0.040,0.000
0.450,0.490,9.420,-0.030,0.080,0.040,0.000
0.490,0.480,9.420,-0.030,0.080,0.040,0.000
0.460,0.490,9.430,-0.030,0.080,0.040,0.000
0.460,0.480,9.430,-0.030,0.080,0.040,0.000
0.480,0.490,9.430,-0.030,0.080,0.040,0.000
0.440,0.460,9.430,-0.030,0.080,0.040,0.000
0.480,0.480,9.410,-0.030,0.080,0.040,0.000
0.460,0.470,9.420,-0.030,0.080,0.040,0.000
0.440,0.460,9.420,-0.030,0.080,0.040,0.000
0.470,0.480,9.410,-0.030,0.080,0.040,0.000
0.450,0.470,9.400,-0.030,0.080,0.040,0.000
0.480,0.480,9.400,-0.030,0.080,0.040,0.000
0.450,0.490,9.390,-0.030,0.080,0.040,0.000
0.460,0.470,9.400,-0.030,0.080,0.040,0.000
0.490,0.470,9.390,-0.030,0.080,0.040,0.000
0.450,0.470,9.400,-0.030,0.080,0.040,0.000
0.490,0.490,9.400,-0.030,0.080,0.040,0.000
0.440,0.480,9.400,-0.030,0.080,0.040,0.000
0.460,0.490,9.420,-0.030,0.080,0.040,0.000
0.430,0.480,9.410,-0.030,0.080,0.040,0.000
0.470,0.490,9.390,-0.030,0.080,0.040,0.000
0.450,0.480,9.400,-0.030,0.080,0.040,0.000
0.440,0.470,9.420,-0.030,0.080,0.040,0.000
0.470,0.460,9.430,-0.030,0.080,0.040,0.000
0.440,0.460,9.420,-0.030,0.080,0.040,0.000
0.470,0.470,9.410,-0.030,0.080,0.040,0.000
0.460,0.480,9.390,-0.030,0.080,0.040,0.000
0.450,0.460,9.390,-0.030,0.080,0.040,0.000
0.490,0.480,9.380,-0.030,0.080,0.040,0.000
0.460,0.470,9.420,-0.030,0.080,0.040,0.000
0.490,0.470,9.420,-0.030,0.080,0.040,0.000
0.480,0.470,9.420,-0.030,0.080,0.040,0.000
0.460,0.470,9.410,-0.030,0.080,0.040,0.000
0.490,0.490,9.410,-0.030,0.080,0.040,0.000
0.450,0.490,9.410,-0.030,0.080,0.040,0.000
0.470,0.490,9.390,-0.030,0.080,0.040,0.000
0.470,0.490,9.390,-0.030,0.080,0.040,0.000
0.490,0.490,9.450,-0.030,0.080,0.040,0.000
0.470,0.470,9.410,-0.030,0.080,0.040,0.000
0.500,0.480,9.430,-0.030,0.080,0.040,0.000
0.470,0.490,9.440,-0.030,0.080,0.040,0.000
0.450,0.480,9.450,-0.030,0.080,0.040,0.000
0.470,0.500,9.440,-0.030,0.080,0.040,0.000
0.430,0.480,9.420,-0.030,0.080,0.040,0.000
0.460,0.480,9.380,-0.030,0.080,0.040,0.000
0.460,0.500,9.410,-0.030,0.080,0.040,0.000
0.460,0.490,9.390,-0.030,0.080,0.040,0.000
0.490,0.500,9.380,-0.030,0.080,0.040,0.000
0.450,0.490,9.390,-0.030,0.080,0.040,0.000
0.470,0.480,9.400,-0.030,0.080,0.040,0.000
0.490,0.490,9.390,-0.030,0.080,0.040,0.000
0.460,0.480,9.380,-0.030,0.080,0.040,0.000
0.500,0.490,9.370,-0.030,0.080,0.040,0.000
0.470,0.490,9.370,-0.030,0.080,0.040,0.000
0.490,0.490,9.390,-0.030,0.080,0.040,0.000
0.450,0.470,9.400,-0.030,0.080,0.040,0.000
0.470,0.470,9.430,-0.030,0.080,0.040,0.000
0.480,0.470,9.390,-0.030,0.080,0.040,0.000
0.470,0.480,9.400,-0.030,0.080,0.040,0.000
0.480,0.480,9.420,-0.030,0.080,0.040,0.000
0.500,0.490,9.410,-0.030,0.080,0.040,0.000
0.460,0.470,9.410,-0.030,0.080,0.040,0.000
0.490,0.470,9.390,-0.030,0.080,0.040,0.000
0.490,0.470,9.390,-0.030,0.080,0.040,0.000
0.480,0.460,9.380,-0.030,0.080,0.040,0.000
0.500,0.470,9.390,-0.030,0.080,0.040,0.000
0.470,0.460,9.380,-0.030,0.080,0.040,0.000
0.490,0.470,9.400,-0.030,0.080,0.040,0.000
0.470,0.470,9.430,-0.030,0.080,0.040,0.000
0.450,0.460,9.420,-0.030,0.080,0.040,0.000
0.490,0.480,9.420,-0.030,0.080,0.040,0.000
0.450,0.470,9.420,-0.030,0.080,0.040,0.000
0.470,0.470,9.440,-0.030,0.080,0.040,0.000
0.450,0.480,9.440,-0.030,0.080,0.040,0.000
0.450,0.460,9.420,-0.030,0.080,0.040,0.000
0.490,0.480,9.390,-0.030,0.080,0.040,0.000
0.430,0.470,9.390,-0.030,0.080,0.040,0.000
0.460,0.480,9.400,-0.030,0.080,0.040,0.000
0.450,0.450,9.400,-0.030,0.080,0.040,0.000
0.490,0.470,9.400,-0.030,0.080,0.040,0.000
0.450,0.470,9.410,-0.030,0.080,0.040,0.000
0.470,0.470,9.400,-0.030,0.080,0.040,0.000
0.470,0.480,9.410,-0.030,0.080,0.040,0.000
0.450,0.490,9.390,-0.030,0.080,0.040,0.000
0.480,0.490,9.390,-0.030,0.080,0.040,0.000
0.460,0.490,9.420,-0.030,0.080,0.040,0.000
0.480,0.490,9.410,-0.030,0.080,0.040,0.000
0.480,0.510,9.420,-0.030,0.080,0.040,0.000
0.450,0.480,9.400,-0.030,0.080,0.040,0.000
0.490,0.480,9.420,-0.030,0.080,0.040,0.000
0.450,0.480,9.400,-0.030,0.080,0.040,0.000
0.470,0.490,9.380,-0.030,0.080,0.040,0.000
0.480,0.490,9.380,-0.030,0.080,0.040,0.000
0.450,0.480,9.400,-0.030,0.080,0.040,0.000
0.510,0.480,9.400,-0.030,0.080,0.040,0.000
0.460,0.490,9.420,-0.030,0.080,0.040,0.000
0.460,0.480,9.390,-0.030,0.080,0.040,0.000
0.490,0.480,9.410,-0.030,0.080,0.040,0.000
0.460,0.480,9.420,-0.030,0.080,0.040,0.000
0.490,0.490,9.410,-0.030,0.080,0.040,0.000
0.490,0.490,9.420,-0.030,0.080,0.040,0.000
0.450,0.470,9.430,-0.030,0.080,0.040,0.000
0.490,0.490,9.410,-0.030,0.080,0.040,0.000
0.470,0.480,9.410,-0.030,0.080,0.040,0.000
0.470,0.460,9.410,-0.030,0.080,0.040,0.000
0.490,0.470,9.410,-0.030,0.080,0.040,0.000
0.460,0.470,9.390,-0.030,0.080,0.040,0.000
0.490,0.480,9.410,-0.030,0.080,0.040,0.000
0.450,0.470,9.410,-0.030,0.080,0.040,0.000
0.460,0.480,9.410,-0.030,0.080,0.040,0.000
0.470,0.480,9.400,-0.030,0.080,0.040,0.000
0.440,0.470,9.420,-0.030,0.080,0.040,0.000
0.470,0.490,9.420,-0.030,0.080,0.040,0.000
0.450,0.480,9.420,-0.030,0.080,0.040,0.000
0.480,0.480,9.420,-0.030,0.080,0.040,0.000
0.450,0.480,9.420,-0.030,0.080,0.040,0.000
0.440,0.470,9.390,-0.030,0.080,0.040,0.000
0.480,0.490,9.400,-0.030,0.080,0.040,0.000
0.440,0.490,9.400,-0.030,0.080,0.040,0.000
0.470,0.480,9.400,-0.030,0.080,0.040,0.000
0.460,0.490,9.400,-0.030,0.080,0.040,0.000
0.450,0.480,9.400,-0.030,0.080,0.040,0.000
0.480,0.500,9.420,-0.030,0.080,0.040,0.000
0.460,0.490,9.430,-0.030,0.080,0.040,0.000
0.490,0.500,9.440,-0.030,0.080,0.040,0.000
0.460,0.490,9.440,-0.030,0.080,0.040,0.000
0.470,0.480,9.400,-0.030,0.080,0.040,0.000
0.480,0.480,9.410,-0.030,0.080,0.040,0.000
0.450,0.470,9.420,-0.030,0.080,0.040,0.000
0.490,0.480,9.420,-0.030,0.080,0.040,0.000
0.460,0.470,9.430,-0.030,0.080,0.040,0.000
0.460,0.470,9.430,-0.030,0.080,0.040,0.000
0.470,0.490,9.390,-0.030,0.080,0.040,0.000
0.450,0.480,9.380,-0.030,0.080,0.040,0.000
0.480,0.480,9.380,-0.030,0.080,0.040,0.000
0.460,0.470,9.390,-0.030,0.080,0.040,0.000
0.460,0.460,9.390,-0.030,0.080,0.040,0.000
0.490,0.470,9.400,-0.030,0.080,0.040,0.000
0.450,0.470,9.400,-0.030,0.080,0.040,0.000
0.480,0.480,9.390,-0.030,0.080,0.040,0.000
0.460,0.460,9.400,-0.030,0.080,0.040,0.000
0.460,0.460,9.400,-0.030,0.080,0.040,0.000
0.510,0.490,9.380,-0.030,0.080,0.040,0.000
0.470,0.490,9.400,-0.030,0.080,0.040,0.000
0.500,0.500,9.410,-0.030,0.080,0.040,0.000
0.470,0.490,9.410,-0.030,0.080,0.040,0.000
0.460,0.480,9.400,-0.030,0.080,0.040,0.000
0.480,0.490,9.410,-0.030,0.080,0.040,0.000
0.450,0.450,9.410,-0.030,0.080,0.040,0.000
0.480,0.460,9.400,-0.030,0.080,0.040,0.000
0.470,0.480,9.420,-0.030,0.080,0.040,0.000
0.460,0.460,9.410,-0.030,0.080,0.040,0.000
0.490,0.480,9.400,-0.030,0.080,0.040,0.000
0.450,0.470,9.400,-0.030,0.080,0.040,0.000
0.490,0.480,9.400,-0.030,0.080,0.040,0.000
0.480,0.490,9.410,-0.030,0.080,0.040,0.000
0.450,0.480,9.410,-0.030,0.080,0.040,0.000
0.500,0.490,9.410,-0.030,0.080,0.040,0.000
0.460,0.490,9.430,-0.030,0.080,0.040,0.000
0.490,0.480,9.420,-0.030,0.080,0.040,0.000
0.490,0.470,9.410,-0.030,0.080,0.040,0.000
0.480,0.470,9.390,-0.030,0.080,0.040,0.000
0.510,0.480,9.410,-0.030,0.080,0.040,0.000
0.470,0.470,9.400,-0.030,0.080,0.040,0.000
0.480,0.480,9.380,-0.030,0.080,0.040,0.000
0.450,0.470,9.390,-0.030,0.080,0.040,0.000
0.480,0.480,9.380,-0.030,0.080,0.040,0.000
0.440,0.490,9.390,-0.030,0.080,0.040,0.000
0.460,0.490,9.390,-0.030,0.080,0.040,0.000
0.470,0.490,9.400,-0.030,0.080,0.040,0.000
0.460,0.470,9.390,-0.030,0.080,0.040,0.000
0.490,0.480,9.390,-0.030,0.080,0.040,0.000
0.460,0.490,9.410,-0.030,0.080,0.040,0.000
0.480,0.490,9.410,-0.030,0.080,0.040,0.000
0.470,0.490,9.420,-0.030,0.080,0.040,0.000
0.460,0.470,9.440,-0.030,0.080,0.040,0.000
0.480,0.480,9.440,-0.030,0.080,0.040,0.000
0.440,0.470,9.420,-0.030,0.080,0.040,0.000
0.450,0.460,9.400,-0.030,0.080,0.040,0.000
0.470,0.470,9.410,-0.030,0.080,0.040,0.000
0.440,0.470,9.400,-0.030,0.080,0.040,0.000
0.480,0.490,9.400,-0.030,0.080,0.040,0.000
0.460,0.480,9.390,-0.030,0.080,0.040,0.000
0.470,0.500,9.390,-0.030,0.080,0.040,0.000
0.480,0.500,9.400,-0.030,0.080,0.040,0.000
0.460,0.480,9.400,-0.030,0.080,0.040,0.000
0.480,0.480,9.420,-0.030,0.080,0.040,0.000
0.490,0.510,9.400,-0.030,0.080,0.040,0.000
0.450,0.500,9.400,-0.030,0.080,0.040,0.000
0.500,0.500,9.430,-0.030,0.080,0.040,0.000
0.460,0.500,9.440,-0.030,0.080,0.040,0.000
0.460,0.470,9.410,-0.030,0.080,0.040,0.000
0.480,0.480,9.400,-0.030,0.080,0.040,0.000
0.430,0.480,9.380,-0.030,0.080,0.040,0.000
0.480,0.500,9.400,-0.030,0.080,0.040,0.000
0.470,0.480,9.430,-0.030,0.080,0.040,0.000
0.500,0.480,9.430,-0.030,0.080,0.040,0.000
0.490,0.490,9.400,-0.030,0.080,0.040,0.000
0.460,0.460,9.410,-0.030,0.080,0.040,0.000
0.490,0.470,9.410,-0.030,0.080,0.040,0.000
0.460,0.470,9.400,-0.030,0.080,0.040,0.000
0.480,0.480,9.400,-0.030,0.080,0.040,0.000
0.470,0.480,9.420,-0.030,0.080,0.040,0.000
0.450,0.470,9.420,-0.030,0.080,0.040,0.000
0.500,0.490,9.420,-0.030,0.080,0.040,0.000
0.480,0.480,9.400,-0.030,0.080,0.040,0.000
0.490,0.500,9.380,-0.030,0.080,0.040,0.000
0.480,0.490,9.380,-0.030,0.080,0.040,0.000
0.510,0.490,9.380,-0.030,0.080,0.040,0.000
0.470,0.480,9.360,-0.030,0.080,0.040,0.000
0.480,0.480,9.390,-0.030,0.080,0.040,0.000
0.490,0.480,9.400,-0.030,0.080,0.040,0.000
0.470,0.470,9.400,-0.030,0.080,0.040,0.000
0.490,0.480,9.410,-0.030,0.080,0.040,0.000
0.470,0.490,9.410,-0.030,0.080,0.040,0.000
0.480,0.480,9.410,-0.030,0.080,0.040,0.000
0.480,0.470,9.400,-0.030,0.080,0.040,0.000
0.450,0.450,9.390,-0.030,0.080,0.040,0.000
0.500,0.470,9.360,-0.030,0.080,0.040,0.000
0.450,0.460,9.370,-0.030,0.080,0.040,0.000
0.470,0.460,9.400,-0.030,0.080,0.040,0.000
0.480,0.470,9.390,-0.030,0.080,0.040,0.000
0.450,0.460,9.410,-0.030,0.080,0.040,0.000
0.490,0.490,9.390,-0.030,0.080,0.040,0.000
0.460,0.490,9.410,-0.030,0.080,0.040,0.000
0.480,0.470,9.390,-0.030,0.080,0.040,0.000
0.490,0.480,9.420,-0.030,0.080,0.040,0.000
0.470,0.460,9.420,-0.030,0.080,0.040,0.000
0.510,0.470,9.400,-0.030,0.080,0.040,0.000
0.460,0.450,9.400,-0.030,0.080,0.040,0.000
0.490,0.460,9.400,-0.030,0.080,0.040,0.000
0.490,0.470,9.420,-0.030,0.080,0.040,0.000
0.460,0.470,9.430,-0.030,0.080,0.040,0.000
0.500,0.480,9.430,-0.030,0.080,0.040,0.000
0.470,0.480,9.430,-0.030,0.080,0.040,0.000
0.480,0.490,9.440,-0.030,0.080,0.040,0.000
0.470,0.480,9.440,-0.030,0.080,0.040,0.000
0.450,0.470,9.410,-0.030,0.080,0.040,0.000
0.490,0.480,9.420,-0.030,0.080,0.040,0.000
0.450,0.480,9.420,-0.030,0.080,0.040,0.000
0.480,0.480,9.400,-0.030,0.080,0.040,0.000
0.480,0.480,9.400,-0.030,0.080,0.040,0.000
0.470,0.470,9.390,-0.030,0.080,0.040,0.000
0.490,0.480,9.400,-0.030,0.080,0.040,0.000
0.460,0.480,9.390,-0.030,0.080,0.040,0.000
0.480,0.500,9.420,-0.030,0.080,0.040,0.000
0.500,0.480,9.410,-0.030,0.080,0.040,0.000
0.440,0.470,9.420,-0.030,0.080,0.040,0.000
0.460,0.490,9.430,-0.030,0.080,0.040,0.000
0.460,0.490,9.410,-0.030,0.080,0.040,0.000
0.450,0.490,9.390,-0.030,0.080,0.040,0.000
0.490,0.490,9.380,-0.030,0.080,0.040,0.000
0.450,0.470,9.400,-0.030,0.080,0.040,0.000
0.470,0.470,9.380,-0.030,0.080,0.040,0.000
0.480,0.480,9.390,-0.030,0.080,0.040,0.000
0.460,0.480,9.380,-0.030,0.080,0.040,0.000
0.500,0.510,9.390,-0.030,0.080,0.040,0.000
0.460,0.500,9.390,-0.030,0.080,0.040,0.000
0.490,0.490,9.370,-0.030,0.080,0.040,0.000
0.490,0.500,9.360,-0.030,0.080,0.040,0.000
